2207	2620	0	2
1720	2395	0	1
2395	1720	0	1
2136	1332	0	1
2658	1634	0	3
2526	106	0	1
106	2526	0	1
1634	2658	0	3
1332	2136	0	1
94	1963	0	7
1963	94	0	7
2324	2556	0	1
2556	2324	0	1
1119	309	0	1
309	1119	0	1
2236	914	0	1
914	2236	0	1
484	147	0	5
147	484	0	5
2002	1724	0	13
1724	2002	0	13
2057	347	0	1
745	1988	0	1
347	2057	0	1
1988	745	0	1
484	1121	0	6
1026	2379	0	1
2379	1026	0	1
2526	2126	0	1
2126	2526	0	1
1339	58	0	1
58	1339	0	1
2473	60	0	1
60	2473	0	1
28	28	0	2
484	484	0	48
1377	1424	0	2
784	309	0	12
309	784	0	12
1424	1377	0	2
551	1963	0	2
1963	551	0	2
301	117	0	6
117	301	0	6
1137	304	0	1
304	1137	0	1
1121	484	0	6
1804	1804	0	2
963	1963	0	1
1963	963	0	1
1615	2568	0	5
347	2156	0	30
1008	2526	0	1
2526	1008	0	1
376	1406	0	1
1406	376	0	1
1019	1313	0	1
1313	1019	0	1
2116	347	0	11
347	2116	0	11
1537	2391	0	1
2391	1537	0	1
347	2537	0	5
2537	347	0	5
1294	535	0	1
535	1294	0	1
241	2438	0	1
2438	241	0	1
2618	1236	0	1
1236	2618	0	1
104	104	0	2
1333	1019	0	1
2156	347	0	30
854	2043	0	1
2043	854	0	1
1456	1490	0	1
2526	1418	0	2
1418	2526	0	2
2618	2137	0	8
2137	2618	0	8
2568	1615	0	5
2099	63	0	1
63	2099	0	1
227	1388	0	1
1388	227	0	1
1127	914	0	1
1137	347	0	18
914	1127	0	1
484	1123	0	2
347	1737	0	1
1737	347	0	1
441	1343	0	1
2491	347	0	1
347	2491	0	1
1343	441	0	1
1490	1456	0	1
1280	2254	0	1
2254	1280	0	1
1123	484	0	2
1019	1333	0	1
347	1137	0	18
1440	1914	0	2
1424	2280	0	2
2280	1424	0	2
1874	925	0	1
925	1874	0	1
453	2353	0	1
2353	453	0	1
1959	2336	0	1
2336	1959	0	1
2511	2576	0	1
881	1294	0	5
1294	881	0	5
2576	2511	0	1
1330	63	0	2
63	1330	0	2
347	2045	0	15
1522	347	0	1
347	1522	0	1
2045	347	0	15
963	825	0	1
825	963	0	1
923	923	0	2
2526	1343	0	1
1424	2135	0	2
1343	2526	0	1
1423	252	0	2
2353	347	0	8
2601	403	0	1
1685	1354	0	1
1354	1685	0	1
1725	1406	0	1
1406	1725	0	1
2036	705	0	1
2583	292	0	1
292	2583	0	1
705	2036	0	1
347	126	0	49
126	347	0	49
1259	1259	0	8
586	586	0	2
587	2087	0	2
2087	587	0	2
553	948	0	1
948	553	0	1
914	914	0	4
587	447	0	1
447	587	0	1
252	1423	0	2
2135	1424	0	2
116	1406	0	1
1406	116	0	1
765	813	0	1
587	1963	0	4
1963	587	0	4
1759	1441	0	1
1441	1759	0	1
347	775	0	1
775	347	0	1
222	763	0	1
763	222	0	1
682	1664	0	1
958	347	0	69
347	958	0	69
1664	682	0	1
2404	1400	0	1
1400	2404	0	1
1406	1653	0	1
1653	1406	0	1
247	151	0	1
151	247	0	1
1769	1019	0	1
1019	1769	0	1
813	765	0	1
224	484	0	1
484	224	0	1
479	984	0	1
2569	1227	0	1
1058	1424	0	1
1424	1058	0	1
1227	2569	0	1
484	1411	0	1
1411	484	0	1
1330	2680	0	1
2680	1330	0	1
833	833	0	2
1441	133	0	1
1914	1440	0	2
133	1441	0	1
270	1694	0	1
2526	1180	0	1
1180	2526	0	1
2601	587	0	1
587	2601	0	1
1810	2155	0	1
2155	1810	0	1
519	449	0	1
449	519	0	1
984	479	0	1
1694	270	0	1
671	432	0	1
432	671	0	1
735	1169	0	2
969	2232	0	1
1756	1019	0	1
1019	1756	0	1
1613	1613	0	32
2232	969	0	1
1454	347	0	28
347	1454	0	28
82	131	0	1
131	82	0	1
1424	441	0	1
441	1424	0	1
2595	2341	0	1
2341	2595	0	1
808	377	0	2
1963	329	0	1
329	1963	0	1
377	808	0	2
289	304	0	1
304	289	0	1
1474	543	0	2
543	1474	0	2
561	828	0	1
2185	123	0	1
828	561	0	1
1216	169	0	1
602	1651	0	1
1651	602	0	1
775	2456	0	1
2456	775	0	1
2293	2527	0	1
2527	2293	0	1
2495	2569	0	1
2569	2495	0	1
1249	2333	0	1
2333	1249	0	1
1115	484	0	1
484	1115	0	1
943	2311	0	1
2311	943	0	1
532	1406	0	1
2511	1168	0	6
1168	2511	0	6
1406	532	0	1
2153	813	0	1
2224	2224	0	4
813	2153	0	1
169	1216	0	1
123	2185	0	1
1938	789	0	1
789	1938	0	1
1244	330	0	1
258	1963	0	1
1386	588	0	1
588	1386	0	1
763	624	0	1
624	763	0	1
1886	2399	0	1
2399	1886	0	1
823	2168	0	1
2168	823	0	1
1058	347	0	33
347	1058	0	33
849	849	0	2
2030	2256	0	1
2256	2030	0	1
281	794	0	1
794	281	0	1
1726	2397	0	1
2397	1726	0	1
963	1528	0	1
1528	963	0	1
330	1244	0	1
1963	258	0	1
347	2144	0	2
2144	347	0	2
306	1187	0	1
1187	306	0	1
1406	2248	0	1
2248	1406	0	1
1332	1168	0	1
1020	1783	0	1
1783	1020	0	1
1168	1332	0	1
1406	2459	0	1
2459	1406	0	1
154	2333	0	1
632	2601	0	11
2461	2428	0	1
2428	2461	0	1
828	1255	0	1
1255	828	0	1
1637	1937	0	2
1937	1637	0	2
403	607	0	2
607	403	0	2
963	1019	0	5
1019	963	0	5
2601	632	0	11
1593	2576	0	1
2576	1593	0	1
2333	154	0	1
2449	2041	0	1
2041	2449	0	1
117	117	0	2
2188	347	0	1
347	2188	0	1
1888	1888	0	2
1137	1424	0	3
1424	1137	0	3
1352	21	0	1
21	1352	0	1
836	2162	0	1
2162	836	0	1
585	1019	0	1
403	588	0	1
588	403	0	1
1019	585	0	1
1294	1461	0	1
1461	1294	0	1
1693	347	0	44
1100	1172	0	1
1172	1100	0	1
781	802	0	1
802	781	0	1
100	1620	0	1
1620	100	0	1
1169	735	0	2
1255	1406	0	2
1406	1255	0	2
815	588	0	1
588	815	0	1
1560	1560	0	2
298	2369	0	1
2369	298	0	1
948	1050	0	1
1050	948	0	1
2576	2576	0	6
506	1228	0	1
1870	2111	0	1
2111	1870	0	1
296	484	0	1
484	296	0	1
237	2232	0	2
2232	237	0	2
1219	2112	0	1
1378	2526	0	6
2526	1378	0	6
2112	1219	0	1
1228	506	0	1
347	2353	0	8
347	1693	0	44
1406	2500	0	1
1724	1736	0	1
261	545	0	1
674	990	0	2
990	674	0	2
545	261	0	1
1316	2228	0	2
2228	1316	0	2
2307	1019	0	1
1382	112	0	1
112	1382	0	1
1019	2307	0	1
347	1121	0	24
1121	347	0	24
977	1406	0	2
1406	977	0	2
1632	758	0	2
758	1632	0	2
609	2264	0	1
2264	609	0	1
293	1424	0	1
1424	293	0	1
1736	1724	0	1
180	180	0	2
1406	2617	0	1
2617	1406	0	1
627	390	0	1
390	627	0	1
