49666,0
37561,1
37591,2
37611,3
37614,4
37627,5
37644,6
37656,7
37715,8
37723,9
37724,10
37725,11
37734,12
37812,13
37814,14
37819,15
37820,16
37838,17
37848,18
37853,19
37540,20
37899,21
37534,22
37497,23
37170,24
37193,25
37210,26
37218,27
37229,28
37266,29
37267,30
37275,31
37285,32
37297,33
37299,34
37310,35
37319,36
37346,37
37356,38
37358,39
37400,40
37472,41
37486,42
37509,43
37906,44
37908,45
38061,46
38945,47
39003,48
39039,49
39057,50
39061,51
39074,52
39114,53
39115,54
39128,55
39164,56
39187,57
39258,58
39266,59
39268,60
39283,61
39301,62
39326,63
39352,64
39390,65
38917,66
38902,67
38890,68
38855,69
38120,70
38127,71
38203,72
38233,73
38236,74
38348,75
38372,76
38468,77
38522,78
37151,79
38552,80
38625,81
38638,82
38656,83
38736,84
38767,85
38777,86
38796,87
38824,88
38838,89
38593,90
37148,91
37118,92
37096,93
35427,94
35467,95
35528,96
35537,97
35578,98
35619,99
35669,100
35701,101
35702,102
35710,103
35731,104
35781,105
35783,106
35791,107
35893,108
35947,109
35949,110
35990,111
36020,112
35416,113
35386,114
35385,115
35373,116
34911,117
34923,118
34948,119
34960,120
34999,121
35025,122
35046,123
35077,124
35097,125
36083,126
35110,127
35224,128
35229,129
35301,130
35339,131
35344,132
35345,133
35354,134
35361,135
35364,136
35135,137
39433,138
36102,139
36112,140
36625,141
36629,142
36644,143
36665,144
36698,145
36713,146
36755,147
36783,148
36817,149
36836,150
36853,151
36867,152
36914,153
36943,154
36957,155
36971,156
36978,157
37009,158
37013,159
36610,160
36553,161
36526,162
36521,163
36127,164
36147,165
36151,166
36155,167
36164,168
36185,169
36219,170
36250,171
36269,172
36104,173
36271,174
36336,175
36361,176
36386,177
36392,178
36408,179
36440,180
36476,181
36488,182
36519,183
36328,184
34907,185
39443,186
39578,187
42757,188
42803,189
42806,190
42811,191
42835,192
42851,193
42855,194
42878,195
42894,196
42933,197
42951,198
42973,199
42974,200
42976,201
43006,202
43048,203
43145,204
43190,205
43203,206
42740,207
43209,208
42686,209
42605,210
42001,211
42008,212
42024,213
42090,214
42103,215
42118,216
42136,217
42161,218
42167,219
42191,220
42201,221
42211,222
42235,223
42246,224
42303,225
42337,226
42513,227
42551,228
42595,229
42655,230
43218,231
43256,232
43261,233
44075,234
44080,235
44147,236
44184,237
44201,238
44247,239
44254,240
44264,241
44305,242
44317,243
44337,244
44345,245
44372,246
44379,247
44397,248
44399,249
44411,250
44484,251
44544,252
44033,253
44017,254
43983,255
43842,256
43346,257
43375,258
43402,259
43409,260
43430,261
43443,262
43457,263
43461,264
43465,265
41986,266
